filler	51	-	Y	\qitem{Der Maler, der im Verzug war, wollte gerade das letzte Zimmer streichen, als er von der Leiter fiel.}{Wurde hier gesagt oder möglicherweise gemeint, der Maler mehrere Räume streichen sollte?}	1	1
filler	63	-	Y	\qitem{Der Obdachlose, mit dem Martin sich gestern unterhalten hat, hat sehr interessante Geschichten erzählt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Martin gut unterhalten wurde?}	1	1
filler	57	-	N	\qitem{Christoph wurde trotz seiner Vorstrafen von einem nachsichtigen Richter auf Bewährung freigelassen.}{Wurde hier gesagt oder möglicherweise gemeint, dass Christoph ins Gefängnis musste?}	2	1
RC	24	b-B	NA	\qitem{Die Patientin des Logopäden, der eine sportliche Figur hatte, spielte sehr gerne Klavier.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Logopäde muskulös war?}	2	1
filler	13	-	Y	\qitem{Dass Jana und Franzi, wenn man ihnen den Plan erklärt, mitmachen, ist möglich.}{Wurde hier gesagt oder möglicherweise gemeint, dass Jana und Franzi vielleicht mitmachen?}	1	1
filler	37	-	N	\qitem{Der Linguist, der keine Versuche macht, ist kaum berühmt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Linguist berühmt ist?}	2	2
filler	45	-	N	\qitem{Gestern hat Maria keine Bücher gelesen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Bücher gestern schon von Maria gelesen worden sind?}	2	2
RC	29	f-A	NA	\qitem{Der Stylist der Schauspielerin, der große finanzielle Probleme hatte, trug eine Perücke.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Stylist Schulden hatte?}	1	1
RC	14	a-B	NA	\qitem{Die Klassenlehrerin der Schülerin, die mehrere langhaarige Hunde hatte, mag ausgefallene Brillen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Schülerin Hunde hatte?}	2	1
filler	67	-	Y	\qitem{Der Schotte, der an stürmischen Tagen seltsam beäugt wurde, hat nun beschlossen doch lieber Hosen zu tragen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Schotte seltsam beäugt wurde?}	1	1
filler	23	-	N	\qitem{Die Einhörner, die man sucht, obwohl man nie eines von ihnen gesehen hat, sollte man endlich in Ruhe lassen.}{Wurde hier gesagt oder möglicherweise gemeint, dass man Bären meist vergeblich sucht?}	2	2
filler	49	-	N	\qitem{Matthias beeilte sich mit der Gartenarbeit, damit er rechtzeitig zum Fußballspiel fertig wurde.}{Wurde hier gesagt oder möglicherweise gemeint, dass Matthias ein Basketballspiel sehen wollte?}	2	2
RC	13	b-A	NA	\qitem{Die Bedienstete des Grafen, der extrem laute Kinder hatte, konnte nicht mehr.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Bedienstete Kinder hatte?}	2	2
filler	59	-	Y	\qitem{Peters Rottweiler, der neulich ein Kind angefallen hat, muss nun eingeschläfert werden.}{Wurde hier gesagt oder möglicherweise gemeint, dass jemand verletzt wurde?}	1	1
RC	3	a-A	NA	\qitem{Die Verlegerin der Autorin, die einen österreichischen Akzent hatte, hat sich gemeldet.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Verlegerin wie ein Österreicher sprach?}	1	1
filler	31	-	N	\qitem{Ein Kind, das keine Ahnung hat, ist immer faul.}{Wurde hier gesagt oder möglicherweise gemeint, dass jenes Kind faul ist?}	1	1
filler	5	-	N	\qitem{Dass man sich mit Lena und Sonja, nachdem man ihnen eine Affäre nachgesagt hat, noch versteht, ist unmöglich.}{Wurde hier gesagt oder möglicherweise gemeint, dass Lena und Sonja es mögen, wenn man Gerüchte über sie verbreitet?}	2	2
filler	27	-	N	\qitem{Dem Rockstar, der ein Drogenproblem hatte, wurde ein Entzug verordnet.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Rockstar in nächster Zeit auftreten können wird?}	2	2
RC	27	a-A	NA	\qitem{Die Ärztin der Bäuerin, die weithin bekannte Vorfahren hatte, war sehr neugierig.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Ärztin bekannte Vorfahren hatte?}	1	1
RC	22	c-B	NA	\qitem{Die Tutorin des Studenten, die überschäumend gute Laune hatte, hatte die Regelstudienzeit schon langen überschritten.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Student gut gelaunt war?}	2	2
filler	11	-	N	\qitem{Dass man Sarah und Lina etwas zum Geburtstag schenkt, obwohl man sie nicht gut kennt, ist eine nette Geste.}{Wurde hier gesagt oder möglicherweise gemeint, dass Sarah und Lina es unangenehm finden, Geschenke zu erhalten?}	2	2
filler	25	-	N	\qitem{Der Wissenschaftler, der zwei Unfälle verursachte, obwohl er keinen von ihnen bemerkte, war betrunken.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Wissenschaftler beide Unfälle bemerkt hat?}	2	1
filler	33	-	Y	\qitem{Die Kinder, die den Vater nicht kritisierten, bekamen oft Eis.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Kinder Eis bekamen?}	1	1
RC	12	b-B	NA	\qitem{Die Schwiegertochter des Gitarristen, der einen ausgezeichneten Geschmack hatte, lachte eigentlich ständig.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Gitarrist einen guten Geschmack hatte?}	1	1
RC	9	d-A	NA	\qitem{Der Trainer des Athleten, der einen fürchterlichen Schnupfen hatte, verlangte immer maximale Leistung.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Trainer einen Schnupfen hatte?}	1	1
RC	28	f-B	NA	\qitem{Der Reisefüher der Touristin, der eine dicke Hornbrille hatte, bekam ständig Anrufe.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Touristin eine Brille trug?}	2	2
RC	34	c-B	NA	\qitem{Die Cousine des Schriftstellers, die eine tragische Vergangenheit hatte, fährt einen BMW.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Schriftsteller eine schlimme Vergangenheit hatte?}	2	2
RC	5	f-A	NA	\qitem{Der Sohn der Forscherin, der schwere gesundheitliche Probleme hatte, spielte gerne Schach.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Sohn unter gesundheitlichen Problemen litt?}	1	1
RC	35	c-A	NA	\qitem{Die Optikerin des Verkäufers, die eine schwerwiegende Depression hatte, wurde überfallen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Optikerin depressiv war?}	1	1
filler	29	-	Y	\qitem{Der Pharmavertreter, der mit vielen Ärzten befreundet ist, verdient erstaunlich wenig.}{Wurde hier gesagt oder möglicherweise gemeint, dass es Mediziner gibt, die den Pharmavertreter mögen?}	1	1
RC	8	d-B	NA	\qitem{Der Schneider des Geschäftsmanns, der sehr schwarzen Humor hatte, lachte viel.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Geschäftsmann schwarzen Humor mochte?}	2	1
RC	32	d-B	NA	\qitem{Der Agent des Sängers, der einige silbergraue Strähnen hatte, wurde wegen Drogenbesitz festgenommen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Sänger silbergraue Strähnen hatte?}	1	1
filler	53	-	N	\qitem{Während ihres Urlaubs auf dem Dorf wurde Britta schon früh am Morgen vom Krähen des Hahns geweckt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Britta ausschlafen konnte?}	2	2
RC	7	e-A	NA	\qitem{Der Konkurrent der Sportlerin, die einen ungewöhnlichen Namen hatte, hat sich verletzt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Konkurrent komisch hiess?}	2	1
filler	70	-	N	\qitem{Die Mutter, obwohl sie sehr gut aufgepasst hatte, konnte den Unfall nicht verhindern.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Mutter Schuld war?}	2	2
filler	7	-	N	\qitem{Dass man sich bei Hans und Sophie entschuldigt, nachdem man ihnen den Parkplatz weggenommen hat, hilft nicht.}{Wurde hier gesagt oder möglicherweise gemeint, dass Hans und Sophie einen Parkplatzdiebstahl sofort vergeben?}	2	2
RC	2	a-B	NA	\qitem{Die Buchhalterin der Unternehmerin, die viel goldenen Schmuck hat, hat momentan Urlaub.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Unternehmerin viel Goldschmuck hat?}	1	1
filler	35	-	N	\qitem{Der Nachbar hat nie den Rasen gemäht, auch wenn der gar nicht gut aussieht.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Nachbar den Rasen gemäht hat?}	2	2
RC	36	b-B	NA	\qitem{Die Visagistin des Bürgermeisters, der beeindruckend viel Ehrgeiz hatte, schrieb Gedichte.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Bürgermeister ehrgeizig war?}	1	1
RC	21	d-A	NA	\qitem{Der Assistent des Zahnarztes, der einen eigenwilligen Haarschnitt hatte, war sehr selbstbewußt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Assistent einen Irokesen hatte?}	1	1
filler	3	-	Y	\qitem{Es ist unnötig, dass man sich vor Lisa und Susi, wenn man ihnen einen schlechten Rat gegeben hat, fürchtet.}{Wurde hier gesagt oder möglicherweise gemeint, dass Lisa und Susi ungefährlich sind?}	1	1
RC	10	c-B	NA	\qitem{Die Sekretärin des Direktors, die außergewöhnlich grosse Ohren hatte, überlegt sich zu kündigen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Direktor grosse Ohren hatte?}	2	2
RC	15	a-A	NA	\qitem{Die Angestellte der Bäckerin, die regelmässig starke Hustenanfälle hat, überlegt zu kündigen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Angestellte oft hustet?}	1	1
filler	69	-	Y	\qitem{Alfons, dem niemand zugetraut hätte vor Publikum aufzutreten, legte eine beeindruckende Show hin.}{Wurde hier gesagt oder möglicherweise gemeint, dass Alfons aufgetreten ist?}	1	1
RC	31	e-A	NA	\qitem{Der Gärtner der Bankerin, die andauernd heftige Migräne hatte, war nicht besonders gesprächig.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Gärtner Migräne hatte?}	2	2
filler	15	-	Y	\qitem{Es kommt vor, dass Anne und Maike die Aufgabe nicht verstehen, obwohl man sie mehrfach erklärt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Anne und Maike manchmal Aufgaben nicht verstehen?}	1	1
RC	1	b-A	NA	\qitem{Die Schwester des Schneiders, der hübsche schwarze Locken hatte, hat sich verlobt.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Schwester lockige Haare hatte?}	2	2
RC	18	e-B	NA	\qitem{Der Pfleger der Rentnerin, die eine aufdringliche Art hatte, hat letzten Monat geheiratet.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Rentnerin Leuten zu nahe kam?}	1	1
RC	30	e-B	NA	\qitem{Der Schwager der Fotografin, die eine beeindruckende Privatbibliothek hatte, lebte in Wien.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Fotografin viele Bücher hatte?}	1	1
RC	23	c-A	NA	\qitem{Die Steuerberaterin des Psychologen, die beschämend vernachlässigte Zähne hatte, hat eine Stauballergie.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Steuerberaterin gelbe Zähne hatte?}	1	1
RC	16	f-B	NA	\qitem{Der Manager der Künstlerin, der kristallklare blaue Augen hat, ist noch recht unerfahren.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Künstlerin kristallklare blaue Augen hat?}	2	2
filler	9	-	Y	\qitem{Es gehört zum guten Ton, dass man sich bei Ute und Pia bedankt, wenn man von ihnen ein Geschenk bekommen hat.}{Wurde hier gesagt oder möglicherweise gemeint, dass Ute und Pia gelegentlich Geschenke machen?}	1	1
filler	39	-	Y	\qitem{Ein Arzt, der keinem Patienten zuhört, ist immer schlecht.}{Wurde hier gesagt oder möglicherweise gemeint, dass ein zuhörender Arzt gut ist?}	1	1
filler	17	-	N	\qitem{Der Kutscher, der Bauern eigentlich mochte, auch wenn er einige von ihnen störte, wurde ganz traurig.}{Wurde hier gesagt oder möglicherweise gemeint, dass alle Bauern den Kutscher mochten?}	2	2
filler	1	-	Y	\qitem{Die meisten wissen, dass man sich mit Ina und Marie unterhalten kann, wenn man ihnen einen Kaffee zahlt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Ina und Marie Kaffee trinken?}	1	1
RC	11	c-A	NA	\qitem{Die Vertraute des Richters, die viele gute Einfälle hatte, kannte viele Geheimnisse.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Vertraute kreativ war?}	1	1
RC	6	e-B	NA	\qitem{Der Friseur der Regisseurin, die einen ausgezeichneten Ruf hatte, ist unbestimmt verzogen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Regisseurin respektiert wurde?}	1	1
filler	65	-	Y	\qitem{Ein Handwerker, der keinen Lehrling übernahm, obwohl einige zur Auswahl standen, hat nun ein Problem.}{Wurde hier gesagt oder möglicherweise gemeint, dass zunächst niemand übernommen worden ist?}	1	1
filler	47	-	Y	\qitem{Diesmal schickte die Großmutter die Geschenke schon im November, da sie im Dezember verreisen wollte.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Großmutter in den Urlaub fuhr?}	1	1
RC	20	d-B	NA	\qitem{Der Retter des Verunglückten, der eine schöne Wohnung hatte, bekam eine Auszeichnung.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Verunglückte eine helle Dachterassenwohnung hatte?}	2	1
RC	17	f-A	NA	\qitem{Der Berater der Politikerin, der einen neuen Audi hatte, hat sich bewährt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Berater einen neuen Audi hatte?}	1	1
filler	41	-	N	\qitem{Ohne zu wissen warum, aß der Mann ständig Süßigkeiten.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Mann wusste, warum er viele Süßigkeiten aß?}	2	2
